Symbol,MvN,PTvN,PTvAK,AKvN,MvAK
RPIA,0,0,0,0,0
PTPRD,0,0,0,0,0
LURAP1L,0,0,0,0,0
CNKSR3,0,0,0,0,0
GTF2E1,0,0,0,0,0
CFDP1,0,0,0,0,0
ZDHHC7,0,0,0,0,0
C7orf31,0,0,0,0,0
TMPRSS11D,0,1,0,1,0
JAZF1,0,0,0,0,0
CMIP,0,0,0,0,0
SPHKAP,0,1,1,0,0
PID1,0,1,0,0,0
TRIP12,0,0,0,0,0
FBXO36,0,0,0,0,0
CEBPG,0,0,0,0,0
KCTD15,0,0,0,0,0
ZNF599,0,0,0,0,0
MCOLN2,0,0,0,0,0
LGI4,1,1,0,0,0
DDAH1,0,1,0,0,0
SREK1,0,0,0,0,0
CHD1,0,0,0,0,0
CLCA3P,1,1,0,1,0
ANKFN1,1,1,1,0,0
DGKE,0,0,0,0,0
HS2ST1,0,0,0,0,0
MSI2,0,0,0,0,0
CACNA2D1,0,1,0,0,0
ZUFSP,0,0,0,0,0
HS3ST3A1,1,1,0,1,0
GDPD1,1,0,0,0,0
NUS1,0,0,0,0,0
SEMA3D,1,1,0,0,0
PPP2R5E,0,0,0,0,0
GRAP,0,0,0,0,0
SLC5A10,0,0,0,0,0
AK5,0,0,0,0,0
CABYR,0,0,0,0,0
IMPACT,0,0,0,0,0
ANKRD29,0,0,0,0,0
SDHAF4,0,0,0,0,0
THY1,0,0,0,0,0
C16orf74,1,0,0,0,0
TBCEL,0,0,0,0,0
ANKH,0,0,0,0,0
OTULIN,0,0,0,0,0
UBASH3B,0,0,0,0,0
ROBO4,0,0,0,0,0
ROBO3,0,0,0,0,0
TBRG1,0,0,0,0,0
NRGN,0,0,0,0,0
FAM134B,0,1,0,0,0
CDH12,1,1,1,1,0
GPR15,0,0,0,0,0
TOMM70,0,0,0,0,0
ABI3BP,1,1,0,1,0
ANGPT1,0,0,0,0,0
CYP4Z2P,0,0,0,0,0
PITPNC1,1,0,0,0,1
CC2D1B,0,0,0,0,0
CERS3,1,0,0,0,1
PRKCA,0,0,0,0,0
LRRK1,0,0,0,0,0
CEP112,0,0,0,0,0
ABCA9,1,1,0,1,0
ABCA6,1,1,0,1,0
ABCA10,1,1,0,1,0
ABCA5,0,0,0,0,0
ENPP3,1,1,0,0,0
C4orf19,0,0,0,0,0
UCHL1,0,0,0,0,0
MIA3,0,0,0,0,0
DISP1,0,0,0,0,0
TNIK,0,0,0,0,0
FAM167A,1,1,1,0,1
NEIL2,0,0,0,0,0
PGM5,1,1,1,0,0
WNT3A,0,0,0,0,0
OBSCN,0,0,0,0,0
LONRF1,1,1,0,0,0
TRIM11,0,0,0,0,0
ENAH,0,0,0,0,0
CCSAP,0,0,0,0,0
SH3RF1,0,0,0,0,0
GBP5,1,1,0,0,0
BUB3,0,0,0,0,0
C10orf90,0,1,1,0,0
FAM69A,0,0,0,0,0
ATP5G3,0,0,0,0,0
CNTNAP3B,0,0,0,0,0
SRSF12,0,0,0,0,0
PDLIM3,0,1,0,0,0
SORBS2,0,1,0,0,0
TCEB1,0,0,0,0,0
LY96,0,0,0,0,0
TMSB4Y,0,0,0,0,0
CXADR,0,0,0,0,0
BTG3,0,0,0,0,0
C21orf91,0,0,0,0,0
CHODL,1,0,0,0,0
NCAM2,0,0,0,0,0
L3MBTL4,1,1,0,0,0
PDE1C,0,0,0,0,0
RABGEF1,0,0,0,0,0
MRPL39,0,0,0,0,0
JAM2,1,0,0,0,0
ATP5J,0,0,0,0,0
GABPA,0,0,0,0,0
ADAMTS1,0,0,0,0,0
ADAMTS5,0,0,0,0,0
TSEN2,0,0,0,0,0
SLFN13,0,0,0,0,0
WNT7A,0,0,0,0,0
XPC,0,0,0,0,0
CCDC174,0,0,0,0,0
FGD5,0,0,0,0,0
FLCN,0,0,0,0,0
DPH3,0,0,0,0,0
OXNAD1,0,0,0,0,0
PLCL2,0,0,0,0,0
CXXC1,0,0,0,0,0
SKA1,1,1,0,0,0
PPP4R1,0,0,0,0,0
APCDD1,1,0,0,0,1
PIEZO2,0,0,0,0,0
CCDC144B,0,0,0,1,0
MPPE1,0,0,0,0,0
CCDC144CP,0,0,0,0,0
USP43,0,0,0,0,0
RAB6B,0,0,0,0,0
EME1,1,0,0,0,0
EPHB1,0,0,0,0,0
ACSS1,0,0,0,0,0
ANKRD40,0,0,0,0,0
ZNF18,0,0,0,0,0
VOPP1,0,0,0,0,0
APOOL,0,0,0,0,0
DKK2,1,1,0,1,0
CYP2U1,0,0,0,0,0
FBXL18,0,0,0,0,0
PROM2,0,0,0,0,0
AK9,0,0,0,0,0
KLF10,0,0,0,0,0
PTPRN2,0,0,0,0,0
AZIN1,0,0,0,0,0
ATP6V1C1,0,0,0,0,0
TMEM55A,0,0,0,0,0
OTUD6B,0,0,0,0,0
CDK19,0,0,0,0,0
GTF3C6,0,0,0,0,0
TTC39B,1,0,0,0,1
AGPAT5,0,0,0,0,0
MMS19,0,0,0,0,0
PI4K2A,0,0,0,0,0
MARVELD1,1,0,0,0,1
ZFYVE27,0,0,0,0,0
GOLGA7B,0,0,0,0,0
GPR78,0,1,0,0,0
TRMT44,0,0,0,0,0
SLC25A28,0,0,0,0,0
HSPA13,0,0,0,0,0
SAMSN1,0,0,0,0,0
USP25,0,0,0,0,0
GRAMD3,0,0,0,0,0
ZCCHC10,0,0,0,0,0
C16orf87,0,0,0,0,0
MOV10,0,0,0,0,0
RHOC,0,0,0,0,0
PPM1J,0,0,0,0,0
DBI,0,0,0,0,1
SLC16A1,1,1,0,0,1
HEATR3,0,0,0,0,0
NIFK,0,0,0,0,0
OXA1L,0,0,0,0,0
SLC7A7,0,0,0,0,0
LARP1,0,0,0,0,0
CNOT8,0,0,0,0,0
GRIA1,1,1,0,0,0
LRGUK,0,0,0,0,0
SETD9,0,0,0,0,0
MIER3,0,0,0,0,0
NUP205,0,0,0,0,0
ZKSCAN2,0,0,0,0,0
C9orf85,0,0,0,0,0
PIK3AP1,0,0,0,0,0
RBM45,0,0,0,0,0
TTN,0,0,0,1,0
VSIG4,0,0,0,0,0
PDIA4,0,0,0,0,0
KDM8,0,0,0,0,0
KCTD18,0,0,0,0,0
FAM126B,0,0,0,0,0
ALS2CR12,0,0,0,0,0
ALS2CR11,0,0,0,0,0
TMEM237,0,0,0,0,0
FZD7,0,0,0,0,0
SPAG17,0,0,0,0,0
DEPTOR,0,0,0,0,0
RNF20,0,0,0,0,0
PPARGC1B,0,0,0,0,0
ELMO1,0,0,0,0,0
SLC26A2,0,0,0,0,0
LSM11,0,0,0,0,0
MED7,0,0,0,0,0
RRAGA,0,0,0,0,0
SLC24A2,1,1,1,0,1
PXYLP1,0,0,0,0,0
ADCY8,0,1,1,0,0
RASA2,0,0,0,0,0
RMND1,0,0,0,0,0
RAET1L,0,0,0,0,0
SLA,0,0,0,0,0
TMBIM4,0,0,0,0,0
VBP1,0,0,0,0,0
RAB39B,0,0,0,0,0
CLIC2,0,0,0,0,0
AFF2,0,0,0,0,0
MICU3,0,1,0,0,0
GRIP1,0,0,0,0,0
VPS37A,0,0,0,0,0
PSD3,0,0,0,0,0
CARNMT1,0,0,0,0,0
MCU,0,0,0,0,0
ELMSAN1,0,0,0,0,0
CFAP70,0,1,0,0,0
GNA14,0,0,0,0,0
FAM161B,0,0,0,0,0
GNAQ,0,0,0,0,0
WIF1,0,1,1,1,0
MMP16,0,0,0,0,1
ADK,0,0,0,0,0
KCNMA1,0,0,0,0,0
BATF,0,0,0,0,0
DCK,0,0,0,0,0
ADAMTS3,0,0,0,0,0
DPY19L4,0,0,0,0,0
NDUFAF6,0,0,0,0,0
DRAM2,0,0,0,0,0
C8orf37,0,0,0,0,0
ADAMTSL3,0,1,0,0,0
ART3,0,0,0,0,0
WHAMM,0,0,0,0,0
CXCL13,1,1,0,1,0
N6AMT1,0,0,0,0,0
RWDD2B,0,0,0,0,0
USP16,0,0,0,0,0
CCT8,0,0,0,0,0
MAP3K7CL,0,0,0,0,0
BACH1,0,0,0,0,0
CLDN17,0,1,0,1,0
CLDN8,0,1,1,0,0
TSPAN7,1,0,0,0,0
TIAM1,1,0,0,0,1
SCAF4,0,0,0,0,0
RPGR,0,0,0,0,0
CDK20,0,0,0,0,0
PCGF6,0,0,0,0,0
ANKRD9,0,0,0,0,0
SFR1,0,0,0,0,0
SFXN2,0,0,0,0,0
C14orf2,0,0,0,0,0
TDRD9,0,0,0,0,0
PCDH1,0,0,0,0,0
SH3RF2,1,0,0,0,0
GDF6,1,0,0,0,0
UQCRB,0,0,0,0,0
MTERF3,0,0,0,0,0
PTDSS1,0,0,0,0,0
PPP2R2B,0,0,0,0,0
RPL30,0,0,0,0,0
FAM122C,0,0,0,0,0
SUPV3L1,0,0,0,0,0
FAM122B,0,0,0,0,0
EEF1A1,0,0,0,0,0
FBXO43,0,0,0,0,0
HKDC1,0,0,0,0,0
HK1,0,0,0,0,0
TYSND1,0,0,0,0,0
PHF6,0,0,0,0,0
CD109,0,0,0,0,0
UBE2L6,0,0,0,0,0
ZDHHC5,0,0,0,0,0
MED19,0,0,0,0,0
ZFAND3,0,0,0,0,0
NPTN,0,0,0,0,0
KAT6B,0,0,0,0,0
SAMD8,0,0,0,0,0
RAB11FIP1,1,0,0,0,1
GLYATL2,0,1,0,0,0
UTP14A,0,0,0,0,0
AIFM1,0,0,0,0,0
MAPK13,1,0,0,0,1
BAG4,0,0,0,0,0
MS4A1,0,0,0,0,0
TBC1D31,0,0,0,0,0
WDYHV1,0,0,0,0,0
ATAD2,0,0,0,0,0
FBXO32,0,0,0,0,0
NSMCE2,0,0,0,0,0
ZNF689,0,0,0,0,0
PRR14,0,0,0,0,0
FBRS,0,0,0,0,0
FRRS1,0,0,0,0,0
PHKG2,0,0,0,0,0
MFSD14A,0,0,0,0,0
SASS6,0,0,0,0,0
MALSU1,0,0,0,0,0
VPS8,0,0,0,0,0
GALK2,0,0,0,0,0
B3GNT7,0,0,0,0,0
MPV17L,0,1,0,0,0
BUB1B,1,0,0,0,0
PDE6D,0,0,0,0,0
EIF4A2,0,0,0,0,0
BRPF1,0,0,0,0,0
RPUSD3,0,0,0,0,0
SST,0,1,0,0,0
TATDN2,0,0,0,0,0
SEC13,0,0,0,0,0
EXOG,0,0,0,0,0
NTAN1,0,0,0,0,0
NMNAT2,0,0,0,0,0
ZFYVE9,0,0,0,0,0
ATP2B2,0,1,1,0,0
SLC6A1,0,0,0,0,0
SMG1,0,0,0,0,0
FCHO2,0,0,0,0,0
RBPMS,0,0,0,0,0
TMEM171,1,1,0,0,0
TIMP4,0,1,1,0,0
SYN2,0,1,1,0,0
NRG1,0,0,0,0,0
C1orf27,0,0,0,0,0
CPT2,0,0,0,0,0
NECAP2,0,0,0,0,0
LRP8,0,0,0,0,0
PAXIP1,0,0,0,0,0
STEAP2,0,0,0,0,0
SSBP3,0,0,0,0,0
CLDN12,0,0,0,0,0
MMP14,1,0,0,0,0
FZD1,0,0,0,0,0
GATAD1,0,0,0,0,0
SUSD3,0,0,0,0,0
RP11-66N24.4,0,0,0,0,0
DHRS4,0,0,0,0,0
C1orf158,0,1,1,0,0
DDX19B,0,0,0,0,0
ST3GAL2,0,0,0,0,0
FUK,0,0,0,0,0
IL34,1,1,1,0,0
DHRS1,0,0,0,0,0
CACNA1D,1,1,0,0,0
KIT,1,1,0,0,1
HYDIN,0,1,0,0,0
AASDH,0,0,0,0,0
ZNF19,0,0,0,0,0
CACNA2D3,0,0,0,0,0
RNF111,0,0,0,0,0
CCNB2,1,1,0,0,0
FAM81A,0,0,0,0,0
MYO1E,0,0,0,0,0
APPL1,0,0,0,0,0
MUM1L1,0,0,0,0,0
AFAP1L1,0,0,0,0,0
TSC22D3,0,0,0,0,0
DSCR3,0,0,0,0,0
DYRK1A,0,0,0,0,0
KCNJ15,1,0,0,0,0
ERG,0,0,0,0,0
ETS2,0,0,0,0,1
TSPAN18,0,0,0,0,0
LCA5L,0,0,0,0,0
SLC35B2,0,0,0,0,0
TMEM164,0,0,0,0,0
MX1,1,1,0,0,0
CREB3L1,0,0,0,0,0
C2CD2,0,0,0,0,0
TAB3,0,0,0,0,0
SLC38A10,0,0,0,0,0
C9orf43,0,0,0,0,0
ZNF618,0,0,0,0,0
DGKI,0,0,0,0,0
TMEM268,0,0,0,0,0
SNX22,0,0,0,0,0
UBN2,0,0,0,0,0
BRAF,0,0,0,0,0
SLC34A2,0,1,1,0,0
ACAN,0,0,0,0,0
PSMG3,0,0,0,0,0
WDR19,0,0,0,0,0
SLC37A3,0,0,0,0,0
AP3S2,0,0,0,0,0
FMNL2,0,0,0,0,0
GAREM2,0,0,0,0,0
SPPL3,0,0,0,0,0
RAB28,0,0,0,0,0
FAM213B,0,0,0,0,0
TNFRSF14,0,0,0,0,0
PANK4,0,0,0,0,0
MEGF11,0,1,0,0,0
C12orf43,0,0,0,0,0
PEX10,0,0,0,0,0
RER1,0,0,0,0,0
RADIL,0,0,0,0,0
SKI,0,0,0,0,0
WIPI2,0,0,0,0,0
LDLRAP1,0,0,0,0,0
AGAP1,0,0,0,0,0
KRTCAP3,0,0,0,0,0
PAFAH2,0,0,0,0,0
EXTL1,1,1,1,0,0
SLC30A2,0,1,1,0,0
BRE,0,0,0,0,0
TRIM63,1,1,0,0,1
WDR66,1,1,0,0,0
MRPL17,0,0,0,0,0
DUSP2,0,0,0,0,0
GRHL3,1,0,0,0,1
UBXN11,0,0,0,0,0
PTPDC1,0,0,0,0,0
GALNT14,1,0,0,0,0
NCK1,0,0,0,0,0
RHPN1,0,0,0,0,0
TPRG1L,0,0,0,0,0
AAED1,0,0,0,0,0
XDH,0,0,0,0,0
XKR8,0,0,0,0,0
CNNM4,0,0,0,0,0
EYA3,0,0,0,0,0
DZIP1L,0,0,0,0,0
FANCC,0,0,0,0,0
MRAS,0,0,0,0,0
WASF2,0,0,0,0,0
ABHD3,0,0,0,0,0
ESYT3,1,0,0,0,1
FAIM,0,0,0,0,0
FAM46B,0,0,0,0,0
CLSTN2,1,1,0,1,0
COLEC12,0,0,0,0,0
RNF207,0,0,0,0,0
CUL4B,0,0,0,0,0
GPR153,0,0,0,0,0
SLC13A3,0,0,0,0,0
GPRASP2,0,0,0,0,0
RHBDL2,1,0,0,0,0
AUTS2,0,0,0,0,0
SHROOM4,0,0,0,0,0
HIST1H2BD,0,0,0,0,0
CDC25C,0,0,0,0,0
HIST1H4H,0,0,0,0,0
MITD1,0,0,0,0,0
EIF5B,0,0,0,0,0
RIBC1,0,0,0,0,0
TMSB15B,0,0,0,0,0
CNOT11,0,0,0,0,0
KCNB1,0,1,0,0,0
TSPAN33,0,0,0,0,0
NRG2,1,1,1,0,0
AHCYL2,0,0,0,0,0
B4GALT5,0,0,0,0,0
CD1D,0,0,0,0,0
CD1A,1,0,0,0,0
SPATA2,0,0,0,0,0
CD1C,1,0,0,0,0
FAM86C1,0,0,0,0,0
CD1B,0,0,0,0,0
DNAH3,0,0,0,0,0
CD1E,1,0,0,0,0
NCF1,0,0,0,0,0
TSR2,0,0,0,0,0
PPP1R9A,0,1,0,1,0
ZC3H18,0,0,0,0,0
ZFAND2B,0,0,0,0,0
GDPD5,0,0,0,0,0
DYNC1I1,0,1,0,0,0
PFKFB1,0,0,0,0,0
TMED4,0,0,0,0,0
PPP1R15B,0,0,0,0,0
COPG2,0,0,0,0,0
EMSY,0,0,0,0,0
GPAT4,0,0,0,0,0
PKD1L1,0,0,0,0,0
ZSCAN12,0,0,0,0,0
TAGLN2,0,0,0,0,0
ELK4,0,0,0,0,0
SLAMF8,0,0,0,0,0
SLC45A3,0,0,0,0,0
DUSP23,0,0,0,0,0
RNF166,0,0,0,0,0
NBL1,0,0,0,0,0
F11R,0,0,0,0,0
USF1,0,0,0,0,0
PLA2G2F,1,0,0,0,1
SPATA2L,0,0,0,0,0
NIT1,0,0,0,0,0
DEDD,0,0,0,0,0
ZNF276,0,0,0,0,0
NPM2,0,0,0,0,0
EDA,0,1,1,0,0
CDA,1,0,0,0,1
PINK1,0,0,0,0,0
B4GALT3,0,0,0,0,0
DMTN,0,0,0,0,0
ADAMTS4,1,0,0,0,1
FAM160B2,0,0,0,0,0
NDUFS2,0,0,0,0,0
FCER1G,0,0,0,0,0
TOMM40L,0,0,0,0,0
MPZ,1,1,0,0,0
CCAR2,0,0,0,0,0
WNT9B,0,0,0,0,0
CACHD1,0,0,0,0,0
CDC42SE2,0,0,0,0,0
RAPGEF6,0,0,0,0,0
EPB41,0,0,0,0,0
MIS18A,0,0,0,0,0
ALG8,0,0,0,0,0
FBXW5,0,0,0,0,0
C21orf59,0,0,0,0,0
SYNJ1,0,0,0,0,0
PAXBP1,0,0,0,0,0
IFNAR2,0,0,0,0,0
MRPL10,0,0,0,0,0
IFNGR2,0,0,0,0,0
GART,0,0,0,0,0
SON,0,0,0,0,0
DONSON,0,0,0,0,0
SV2A,0,0,0,0,0
LAD1,0,0,0,0,0
STC1,1,1,0,0,1
CSRP1,0,0,0,0,0
HOXB13,1,0,0,0,1
C1QC,0,0,0,0,0
ATP5G1,0,0,0,0,0
RCAN1,0,0,0,0,0
UBE2Z,0,0,0,0,0
CIART,0,0,0,0,0
SNF8,0,0,0,0,0
CLIC6,0,0,0,0,0
CCDC24,0,0,0,0,0
RUNX1,0,0,0,0,0
IGF2BP1,1,1,0,0,0
CBR1,0,0,0,0,0
CBR3,0,0,0,0,0
C2orf81,0,0,0,0,0
TUBBP5,0,0,0,1,0
ACTC1,0,1,0,0,0
MORC3,0,0,0,0,0
CHAF1B,0,0,0,0,0
SIM2,0,0,0,0,0
HLCS,0,0,0,0,0
SCUBE1,0,0,0,0,0
ARHGAP27,0,0,0,0,0
ADPGK,0,0,0,0,0
PTMS,0,0,0,0,0
PLA2G4D,1,0,0,0,1
PADI4,0,1,1,0,0
ADIPOR1,0,0,0,0,0
CYB5R1,0,0,0,0,0
PSMD4,0,0,0,0,0
ATP13A2,0,0,0,0,0
PSMB4,0,0,0,0,0
IRX6,1,1,1,0,0
BTG2,0,0,0,0,0
CES5A,1,1,1,0,0
HK2,0,0,0,0,0
C1R,0,0,0,0,0
ALDH4A1,0,0,0,0,0
STARD9,0,0,0,0,0
THEM4,0,0,0,0,0
TCHH,0,1,1,0,0
LCE2B,1,1,1,0,1
UBR1,0,0,0,0,0
AMFR,0,0,0,0,0
MED8,0,0,0,0,0
SPRR2G,0,0,0,1,1
PGLYRP3,1,0,1,0,1
RSPRY1,0,0,0,0,0
CCDC17,0,0,0,0,0
GPBP1L1,0,0,0,0,0
NAE1,0,0,0,0,0
TMEM69,0,0,0,0,0
ADGRG5,0,0,0,0,0
ACE,0,0,0,0,0
TEPP,0,0,0,0,0
EFCAB14,0,0,0,0,0
SPON2,0,0,0,0,0
CHCHD6,0,0,0,0,0
CTBP1,0,0,0,0,0
TPPP3,0,1,0,0,0
ZDHHC1,0,0,0,0,0
ATP6V0D1,0,0,0,0,0
ZFYVE28,0,0,0,0,0
CARMIL2,0,0,0,0,0
C16orf86,0,0,0,0,0
PIP,0,1,1,0,0
FAM131B,0,0,0,0,0
RGS12,0,0,0,0,0
PSKH1,0,0,0,0,0
ZYX,0,0,0,0,0
ABR,0,0,0,0,0
LYPD5,1,0,0,0,1
CCDC117,0,0,0,0,0
ZNF230,0,0,0,0,0
CCDC107,0,0,0,0,0
ZNF222,0,0,0,0,0
NPR2,1,0,0,0,0
ZNF221,0,0,0,0,0
ZNF235,0,0,0,0,0
GNE,0,0,0,0,0
TNFRSF13C,0,0,0,0,0
ARHGAP35,0,0,0,0,0
PTGIR,0,0,0,0,0
CALM3,0,0,0,0,0
DFFA,0,0,0,0,0
CCDC28B,0,0,0,0,0
IQCC,0,0,0,0,0
TMEM234,0,0,0,0,0
BSDC1,0,0,0,0,0
ZBTB8A,0,0,0,0,0
ATAD3B,0,0,0,0,0
SSU72,0,0,0,0,0
UBE2J2,0,0,0,0,0
ZNF362,0,0,0,0,0
FNDC5,0,1,1,0,0
CPAMD8,0,0,0,0,0
NR2F6,0,0,0,0,0
ANKLE1,0,0,0,0,0
CCDC58,0,0,0,0,0
VMA21,0,0,0,0,0
KALRN,0,0,0,0,0
CILP2,0,0,0,0,1
FAM86C2P,0,0,0,0,0
ABCG1,0,0,0,0,0
TFF3,1,1,1,0,0
TMPRSS3,0,0,0,0,0
UBASH3A,0,0,0,0,0
RSPH1,1,1,0,0,0
SLC37A1,0,0,0,0,0
PDE9A,0,0,0,0,0
WDR4,0,0,0,0,0
NDUFV3,0,0,0,0,0
PKNOX1,0,0,0,0,0
CBS,1,0,0,0,1
U2AF1,0,0,0,0,0
HSF2BP,0,0,0,0,0
RRP1B,0,0,0,0,0
PDXK,0,0,0,0,0
G6PD,0,0,0,0,0
CSTB,0,0,0,0,0
RRP1,0,0,0,0,0
AGPAT3,0,0,0,0,0
TRAPPC10,0,0,0,0,0
GAB3,0,0,0,0,0
C21orf33,0,0,0,0,0
ICOSLG,0,0,0,0,0
C21orf2,0,0,0,0,0
ZNF66,0,0,0,0,0
LRRC3,0,0,0,0,1
ITGB2,0,0,0,0,0
FAM207A,0,0,0,0,0
RALGDS,0,0,0,0,0
SPATC1L,0,0,0,0,0
LSS,0,0,0,0,0
VAV2,1,0,0,0,0
MCM3AP,0,0,0,0,0
C21orf58,0,0,0,0,0
PCNT,0,0,0,0,0
DIP2A,0,0,0,0,0
S100B,0,0,0,0,0
PRMT2,0,0,0,0,0
ZNF208,0,1,0,1,0
ADAMTS13,0,0,0,0,0
CACFD1,0,0,0,0,0
SLC2A6,0,0,0,0,0
ZNF761,0,0,0,0,0
C9orf116,0,0,0,0,0
ZNF714,0,0,0,0,0
GPSM1,0,0,0,0,0
C19orf47,0,0,0,0,0
TOR2A,0,0,0,0,0
ST6GALNAC6,0,0,0,0,0
SHKBP1,0,0,0,0,0
RDH13,0,0,0,0,0
ZER1,0,0,0,0,0
ZDHHC12,0,0,0,0,0
PKN3,0,0,0,0,0
SPTBN4,0,1,1,0,0
BRSK1,1,0,0,0,1
COX6B2,1,0,0,0,1
PLPP7,0,0,0,0,0
TAOK1,0,0,0,0,0
MED27,0,0,0,0,0
DEDD2,0,0,0,0,0
SIK3,0,0,0,0,0
MPZL3,1,0,0,0,1
JAML,0,0,0,0,0
NEK8,0,0,0,0,0
TLCD1,0,0,0,0,0
PCSK7,0,0,0,0,0
SAFB,0,0,0,0,0
CD3G,0,0,0,0,0
S100A1,0,1,0,0,0
CHTOP,0,0,0,0,0
CXCR5,0,1,0,0,0
ZBTB7B,0,0,0,0,0
FLAD1,0,0,0,0,0
SHC1,1,0,0,0,0
VPS11,0,0,0,0,0
NLRX1,0,0,0,0,1
ADAR,0,0,0,0,0
IL6R,0,0,0,0,0
UBE2Q1,0,0,0,0,0
CHRNB2,0,0,1,0,0
CRTC2,0,0,0,0,0
ANO10,1,0,0,0,1
FDPS,0,0,0,0,1
RUSC1,0,0,0,0,0
GBAP1,0,0,0,0,0
FAM189B,0,0,0,0,0
PAQR6,0,0,0,0,0
PMF1,0,0,0,0,0
SLC25A44,0,0,0,0,0
LMNA,0,0,0,0,0
CCR5,0,0,0,0,0
NBEAL2,0,0,0,0,0
CCDC12,0,0,0,0,0
PTH1R,0,1,0,0,0
UBQLN4,0,0,0,0,0
MYL3,0,1,0,0,0
PPP1R35,0,0,0,0,0
GPATCH4,0,0,0,0,0
FCRL3,0,1,0,0,0
AZGP1,1,1,1,0,0
FGFR4,1,0,0,0,1
CYP3A4,1,1,1,0,0
NACC1,0,0,0,0,0
HK3,0,0,0,0,0
LY6K,1,0,0,0,1
IER2,0,0,0,0,0
ZNF394,0,0,0,0,0
CPSF4,0,0,0,0,0
LY6E,0,0,0,0,0
VPS28,0,0,0,0,0
TONSL,0,0,0,0,0
MUM1,0,0,0,0,0
RECQL4,0,0,0,0,0
LRRC14,0,0,0,0,0
ZNF333,0,0,0,0,0
COL26A1,0,0,0,0,0
PPP1R16A,0,0,0,0,0
ORAI2,0,0,0,0,0
ALKBH4,0,0,0,0,0
SH2B2,0,0,0,0,0
C5orf45,0,0,0,0,0
SQSTM1,0,0,0,0,0
MGAT4B,0,0,0,0,0
RPL8,0,0,0,0,0
MAML1,0,0,0,0,0
PGLYRP2,0,0,1,0,0
LRWD1,0,0,0,0,0
FBXL13,0,0,0,0,0
NAPEPLD,0,0,0,0,0
PSMC2,0,0,0,0,0
MFSD12,0,0,0,0,0
YDJC,0,0,0,0,0
DVL3,0,0,0,0,0
AP2M1,0,0,0,0,0
ABCF3,0,0,0,0,0
PCYT1A,0,0,0,0,0
FBXO27,0,0,0,0,0
DMKN,1,0,0,0,1
U2AF1L4,0,0,0,0,0
BDH1,1,0,0,0,1
THAP8,0,0,0,0,0
COX7A1,1,0,0,0,0
ZNF382,0,0,0,0,0
LRRC56,0,0,0,0,0
PLXDC1,0,0,0,0,0
PGAP3,0,0,0,0,0
IKZF3,0,0,0,0,0
FDXR,0,0,0,0,0
SAP30BP,0,0,0,0,0
ACOX1,0,0,0,0,0
PRPSAP1,0,0,0,0,0
CYGB,0,0,0,0,0
SRSF2,0,0,0,0,0
ZNF577,0,1,0,0,0
TMEM143,0,0,0,0,0
ALDH16A1,0,0,0,0,0
DCD,0,1,1,0,0
ITGA5,0,0,0,0,0
ZNF385A,0,0,0,0,0
MPP3,0,0,0,0,0
CD300LG,0,1,1,0,0
NAGS,0,1,0,0,0
LSM12,0,0,0,0,0
EMC10,0,0,0,0,0
JOSD2,0,0,0,0,0
SHANK1,0,0,0,0,0
FAM171A2,1,0,0,0,0
DBF4B,0,0,0,0,0
PLCD3,0,0,0,0,0
FMNL3,0,0,0,0,0
AQP5,0,1,1,0,0
RACGAP1,0,0,0,0,0
LARP4,0,0,0,0,0
GRASP,0,0,0,0,0
RAVER1,0,0,0,0,0
KRT84,0,0,0,0,0
KRT82,0,0,0,0,0
SPC24,1,0,0,0,0
LEMD2,0,0,0,0,0
ALOX15,1,1,0,0,0
ADCY10P1,0,0,0,0,0
ZNF653,0,0,0,0,0
MED11,0,0,0,0,0
CXCL16,0,0,0,0,0
SCIMP,0,0,0,0,0
BCL6B,0,0,0,0,0
ASGR2,1,1,0,0,0
TNFSF13,0,0,0,0,0
SENP3,0,0,0,0,0
FGF11,0,0,0,0,0
EIF4A1,0,0,0,0,0
RPL26,0,0,0,0,0
POLR3K,0,0,0,0,0
SNRNP25,0,0,0,0,0
WDR90,0,0,0,0,0
JMJD8,0,0,0,0,0
CCDC78,1,0,0,0,0
SPSB3,0,0,0,0,0
HS3ST6,1,1,1,0,0
C16orf59,1,0,0,0,0
CCNF,0,0,0,0,0
TBC1D24,0,0,0,0,0
AMDHD2,0,0,0,0,0
BICDL2,1,0,0,0,1
PAQR4,0,0,0,0,0
FLYWCH2,0,0,0,0,0
ZG16B,0,1,1,0,0
ZNF75A,0,0,0,0,0
ADCY9,0,0,0,0,0
SHANK2,1,0,0,0,0
CLPB,0,0,0,0,0
NEU3,0,0,0,0,0
CYB561A3,0,0,0,0,0
PPP1R32,0,0,0,0,0
ASRGL1,0,0,0,0,0
UBXN1,0,0,0,0,0
LBHD1,0,0,0,0,0
TTC9C,0,0,0,0,0
TAF6L,0,0,0,0,0
NXF1,0,0,0,0,0
STX5,0,0,0,0,0
SLC25A45,0,0,0,0,0
RPL29,0,0,0,0,0
ITIH3,0,0,0,0,0
SYVN1,0,0,0,0,0
ZFPL1,0,0,0,0,0
RPS6KA4,0,0,0,0,0
LRP5,0,0,0,0,0
TPCN2,0,0,0,0,0
PDZK1IP1,1,0,0,0,1
TAL1,0,0,0,0,0
CMPK1,0,0,0,0,0
BEND5,0,1,0,0,0
COA7,0,0,0,0,0
ZYG11B,0,0,0,0,0
C1orf123,0,0,0,0,0
MAGOH,0,0,0,0,0
